title,year,runtime,genre,director,stars,rating,metascore,votes,gross
Nimona,2023,101,Animation,"['Nick Bruno', 'Troy Quane', 'Chloë Grace Moretz', 'Riz Ahmed', 'Eugene Lee Yang', 'Frances Conroy']","['Troy Quane', 'Chloë Grace Moretz', 'Riz Ahmed', 'Eugene Lee Yang', 'Frances Conroy']",7.6,75,24388,
The Machinist,2004,101,Drama,"['Brad Anderson', 'Christian Bale', 'Jennifer Jason Leigh', 'Aitana Sánchez-Gijón', 'John Sharian']","['Christian Bale', 'Jennifer Jason Leigh', 'Aitana Sánchez-Gijón', 'John Sharian']",7.6,61,404434,1.08
Gifted,2017,101,Drama,"['Marc Webb', 'Chris Evans', 'Mckenna Grace', 'Lindsay Duncan', 'Octavia Spencer']","['Chris Evans', 'Mckenna Grace', 'Lindsay Duncan', 'Octavia Spencer']",7.6,60,124699,24.8
The Raid: Redemption,2011,101,Action,"['Gareth Evans', 'Iko Uwais', 'Ananda George', 'Ray Sahetapy', 'Donny Alamsyah']","['Iko Uwais', 'Ananda George', 'Ray Sahetapy', 'Donny Alamsyah']",7.6,73,211759,4.11
Ponyo,2008,101,Animation,"['Hayao Miyazaki', 'Cate Blanchett', 'Matt Damon', 'Liam Neeson', 'Tomoko Yamaguchi']","['Cate Blanchett', 'Matt Damon', 'Liam Neeson', 'Tomoko Yamaguchi']",7.6,86,153294,15.09
Sorry We Missed You,2019,101,Drama,"['Ken Loach', 'Kris Hitchen', 'Debbie Honeywood', 'Rhys Mcgowan', 'Katie Proctor']","['Kris Hitchen', 'Debbie Honeywood', 'Rhys Mcgowan', 'Katie Proctor']",7.6,82,24169,
Peeping Tom,1960,101,Drama,"['Michael Powell', 'Karlheinz Böhm', 'Anna Massey', 'Moira Shearer', 'Maxine Audley']","['Karlheinz Böhm', 'Anna Massey', 'Moira Shearer', 'Maxine Audley']",7.6,,37464,0.08
My Life as a Dog,1985,101,Drama,"['Lasse Hallström', 'Anton Glanzelius', 'Tomas von Brömssen', 'Anki Lidén', 'Melinda Kinnaman']","['Anton Glanzelius', 'Tomas von Brömssen', 'Anki Lidén', 'Melinda Kinnaman']",7.6,82,21935,8.35
The Passion of Anna,1969,101,Drama,"['Ingmar Bergman', 'Liv Ullmann', 'Bibi Andersson', 'Max von Sydow', 'Erland Josephson']","['Liv Ullmann', 'Bibi Andersson', 'Max von Sydow', 'Erland Josephson']",7.6,,10097,
The Magician,1958,101,Comedy,"['Ingmar Bergman', 'Max von Sydow', 'Ingrid Thulin', 'Gunnar Björnstrand', 'Naima Wifstrand']","['Max von Sydow', 'Ingrid Thulin', 'Gunnar Björnstrand', 'Naima Wifstrand']",7.6,86,10565,
Still Alice,2014,101,Drama,"['Richard Glatzer', 'Wash Westmoreland', 'Julianne Moore', 'Alec Baldwin', 'Kristen Stewart', 'Kate Bosworth']","['Wash Westmoreland', 'Julianne Moore', 'Alec Baldwin', 'Kristen Stewart', 'Kate Bosworth']",7.5,72,140352,18.75
Whale Rider,2002,101,Drama,"['Niki Caro', 'Keisha Castle-Hughes', 'Rawiri Paratene', 'Vicky Haughton', 'Cliff Curtis']","['Keisha Castle-Hughes', 'Rawiri Paratene', 'Vicky Haughton', 'Cliff Curtis']",7.5,80,43421,20.78
John Wick,2014,101,Action,"['Chad Stahelski', 'David Leitch', 'Keanu Reeves', 'Michael Nyqvist', 'Alfie Allen', 'Willem Dafoe']","['David Leitch', 'Keanu Reeves', 'Michael Nyqvist', 'Alfie Allen', 'Willem Dafoe']",7.4,68,708104,43.04
Never Rarely Sometimes Always,2020,101,Drama,"['Eliza Hittman', 'Sidney Flanigan', 'Talia Ryder', 'Théodore Pellerin', 'Eliazar Jimenez']","['Sidney Flanigan', 'Talia Ryder', 'Théodore Pellerin', 'Eliazar Jimenez']",7.4,92,30103,
American Splendor,2003,101,Biography,"['Shari Springer Berman', 'Robert Pulcini', 'Paul Giamatti', 'Shari Springer Berman', 'Harvey Pekar', 'Chris Ambrose']","['Robert Pulcini', 'Paul Giamatti', 'Shari Springer Berman', 'Harvey Pekar', 'Chris Ambrose']",7.4,90,51129,6
Noises Off...,1992,101,Comedy,"['Peter Bogdanovich', 'Michael Caine', 'Carol Burnett', 'Denholm Elliott', 'Julie Hagerty']","['Michael Caine', 'Carol Burnett', 'Denholm Elliott', 'Julie Hagerty']",7.4,65,11836,2.28
Maria Full of Grace,2004,101,Crime,"['Joshua Marston', 'Catalina Sandino Moreno', 'Guilied Lopez', 'Orlando Tobón', 'Virginia Cristina Ariza']","['Catalina Sandino Moreno', 'Guilied Lopez', 'Orlando Tobón', 'Virginia Cristina Ariza']",7.4,87,35736,6.52
Adam's Rib,1949,101,Comedy,"['George Cukor', 'Spencer Tracy', 'Katharine Hepburn', 'Judy Holliday', 'Tom Ewell']","['Spencer Tracy', 'Katharine Hepburn', 'Judy Holliday', 'Tom Ewell']",7.4,87,22328,
